区分,薬価基準収載医薬品コード,成分名,規格,品名,麻薬,業者名追記,Unnamed: 7,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,3222010N2022,フマル酸第一鉄,鉄１００ｍｇ１カプセル,,,,フェルムカプセル１００ｍｇ,日医工,,先発品,,9.4,,
内用薬,3222012Q1030,溶性ピロリン酸第二鉄,１ｍＬ,,,,インクレミンシロップ５％,アルフレッサファーマ,後発品,,,6.1,,
内用薬,3222013D1059,クエン酸第一鉄ナトリウム,１ｇ,,,,フェロミア顆粒８．３％,サンノーバ,,先発品,○,16.6,,
内用薬,3222013D1067,クエン酸第一鉄ナトリウム,１ｇ,,,,フォリロミン顆粒８．３％,鶴原製薬,後発品,,,7.1,H27.3.31まで,
内用薬,3222013D1075,クエン酸第一鉄ナトリウム,１ｇ,,,,クエン酸第一鉄ナトリウム顆粒８．３％「ツルハラ」,鶴原製薬,後発品,,,7.1,,H26.6.20収載
内用薬,3222013F1025,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,,フェロミア錠５０ｍｇ,サンノーバ,,先発品,○,9.9,,
内用薬,3222013F1050,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,,フェニレン錠５０ｍｇ,共和薬品工業,後発品,,,5.6,,
内用薬,3222013F1084,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,,フェロチーム錠５０,沢井製薬,後発品,,,5.6,H27.3.31まで,
内用薬,3222013F1106,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,,フェロステック錠５０ｍｇ,テバ製薬,後発品,,,5.6,,
内用薬,3222013F1114,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,,フォリロミン錠５０,鶴原製薬,後発品,,,5.6,H27.3.31まで,
内用薬,3222013F1130,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,,フェネルミン錠５０ｍｇ,小林化工,後発品,,,5.6,,
内用薬,3222013F1149,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,,クエン酸第一鉄Ｎａ錠５０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,5.6,,
内用薬,3222013F1157,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,,クエン酸第一鉄Ｎａ錠５０ｍｇ「サワイ」,沢井製薬,後発品,,,5.6,,H26.6.20収載
内用薬,3222013F1165,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,,クエン酸第一鉄ナトリウム錠５０ｍｇ「ツルハラ」,鶴原製薬,後発品,,,5.6,,H26.6.20収載
内用薬,3229001X1010,塩化カリウム,１０ｇ,局,,,塩化カリウム,,,,,8.6,,
内用薬,3229001X1053,塩化カリウム,１０ｇ,局,,,塩化カリウム「フソー」,扶桑薬品工業,,,,9.7,,
内用薬,3229002G1066,塩化カリウム,６００ｍｇ１錠,,,,スローケー錠６００ｍｇ,ノバルティス　ファーマ,,先発品,○,7.3,,
内用薬,3229002G1074,塩化カリウム,６００ｍｇ１錠,,,,ケーサプライ錠６００ｍｇ,佐藤薬品工業,後発品,,,5.6,,
内用薬,3229002S1026,塩化カリウム,１０％１０ｍＬ,,,,Ｋ．Ｃ．Ｌ．エリキシル（１０Ｗ／Ｖ％）,丸石製薬,,,,21.3,,
内用薬,3229003S1039,酢酸カリウム,１０ｍＬ,,,,酢酸カリウム液「司生堂」,司生堂製薬,後発品,,,11,,
内用薬,3229005B1038,Ｌ－アスパラギン酸カリウム,５０％１ｇ,,,,アスパラカリウム散５０％,田辺三菱製薬,,,,6.7,,
内用薬,3229005F1080,Ｌ－アスパラギン酸カリウム,３００ｍｇ１錠,,,,アスパラカリウム錠３００ｍｇ,田辺三菱製薬,,,,5.8,,
内用薬,3229005F1099,Ｌ－アスパラギン酸カリウム,３００ｍｇ１錠,,,,アスケート錠３００ｍｇ,共和薬品工業,後発品,,,5.8,,
内用薬,3229007C1032,グルコン酸カリウム,カリウム４ｍＥｑ１ｇ,,,,グルコンサンＫ細粒４ｍＥｑ／ｇ,ポーラファルマ,,先発品,,9,,
内用薬,3229007F1047,グルコン酸カリウム,カリウム２．５ｍＥｑ１錠,,,,グルコンサンＫ錠２．５ｍＥｑ,ポーラファルマ,,先発品,,5.9,,
内用薬,3229007F2035,グルコン酸カリウム,カリウム５ｍＥｑ１錠,,,,グルコンサンＫ錠５ｍＥｑ,ポーラファルマ,,先発品,,10.3,,
内用薬,3229100D2030,ナトリウム・カリウム・マグネシウム配合剤,４ｇ１包,,,,ソリタ－Ｔ配合顆粒２号,エイワイファーマ,,,,34.4,,
内用薬,3229101D2035,ナトリウム・カリウム・マグネシウム配合剤,４ｇ１包,,,,ソリタ－Ｔ配合顆粒３号,エイワイファーマ,,,,34.4,,
内用薬,3229102F1107,アスパラギン酸カリウム・マグネシウム,（１５０ｍｇ）１錠,,,,アスパラ配合錠,田辺三菱製薬,,,,6.1,,
内用薬,3229103D1020,リン酸二水素ナトリウム一水和物・無水リン酸水素二ナトリウム,１００ｍｇ１包（リンとして）,,,,ホスリボン配合顆粒,ゼリア新薬工業,,先発品,,70.7,,
内用薬,3231001X1019,ブドウ糖,１０ｇ,局,,,ブドウ糖,,,,,7.4,,
内用薬,3231001X1060,ブドウ糖,１０ｇ,局,,,ブドウ糖「コザカイ・Ｍ」,小堺製薬,,,,9.4,,
内用薬,3231001X1094,ブドウ糖,１０ｇ,局,,※,ブドウ糖（扶桑）,扶桑薬品工業,,,,9.4,,
内用薬,3231001X1167,ブドウ糖,１０ｇ,局,,,ブドウ糖「ニッコー」,日興製薬,,,,13.4,,
内用薬,3231001X1175,ブドウ糖,１０ｇ,局,,,ブドウ糖「ヨシダ」,吉田製薬,,,,12.3,,
内用薬,3231001X1205,ブドウ糖,１０ｇ,局,,,ブドウ糖「日医工」,日医工,,,,13.4,,
内用薬,3232001X1016,果糖,１ｇ,局,,,果糖,,,,,9.2,,
内用薬,3253001D1036,総合アミノ酸製剤,２．５ｇ１包,,,,アミユー配合顆粒,味の素製薬,,先発品,,50.9,,
内用薬,3253002D1030,総合アミノ酸製剤,１ｇ,,,,ＥＳポリタミン配合顆粒,味の素製薬,,,,20.4,,
内用薬,3253003D1094,イソロイシン・ロイシン・バリン,４．７４ｇ１包,局,,,アミノマイラン配合顆粒,マイラン製薬,後発品,,,95.6,,
内用薬,3253003D1108,イソロイシン・ロイシン・バリン,４．７４ｇ１包,局,,,アミノバクト配合顆粒,日医工,後発品,,,95.6,,
内用薬,3253003D1116,イソロイシン・ロイシン・バリン,４．７４ｇ１包,局,,,コベニール配合顆粒,陽進堂,後発品,,,95.6,,
内用薬,3253003D1124,イソロイシン・ロイシン・バリン,４．７４ｇ１包,局,,,リックル配合顆粒,沢井製薬,後発品,,,95.6,,
内用薬,3253003D1132,イソロイシン・ロイシン・バリン,４．７４ｇ１包,局,,,リバレバン配合顆粒,メディサ新薬,後発品,,,95.6,,
内用薬,3253003D1140,イソロイシン・ロイシン・バリン,４．７４ｇ１包,局,,,レオバクトン配合顆粒分包,長生堂製薬,後発品,,,95.6,,
内用薬,3253003D2031,イソロイシン・ロイシン・バリン,４．１５ｇ１包,局,,,リーバクト配合顆粒,味の素製薬,,先発品,,220.4,,
内用薬,3253003D3038,イソロイシン・ロイシン・バリン,４．５ｇ１包,局,,,ヘパアクト配合顆粒,東亜薬品,後発品,,,139,,
内用薬,3253003D4034,イソロイシン・ロイシン・バリン,４．７３ｇ１包,局,,,ブラニュート配合顆粒,日本製薬,後発品,,,115.8,,
内用薬,3253003Q1029,イソロイシン・ロイシン・バリン,２０ｇ１個,,,,リーバクト配合経口ゼリー,味の素製薬,,先発品,,243,,
内用薬,3259103B1036,経腸成分栄養剤,１０ｇ,,,,エレンタール配合内用剤,味の素製薬,,先発品,,54.6,,
内用薬,3259107A1039,経腸成分栄養剤,１０ｇ,,,,エレンタールＰ乳幼児用配合内用剤,味の素製薬,,先発品,,71.2,,
内用薬,3259108B1039,肝不全用成分栄養剤,１０ｇ,,,,アミノレバンＥＮ配合散,大塚製薬,,先発品,,99,,
内用薬,3259109S1025,経腸成分栄養剤,１０ｍＬ,,,,エンシュア・リキッド,明治,,先発品,,6.1,,
内用薬,3259111A1035,肝不全用成分栄養剤,１０ｇ,,,,ヘパンＥＤ配合内用剤,味の素製薬,,先発品,,92.5,,
内用薬,3259114S1026,経腸成分栄養剤,１０ｍＬ,,,,エンシュア・Ｈ,明治,,先発品,,10.8,,
内用薬,3259117S1020,経腸成分栄養剤,１０ｍＬ（混合調製後の内用液として）,,,,ツインラインＮＦ配合経腸用液,イーエヌ大塚製薬,,先発品,,8.9,,
内用薬,3259118S1024,経腸成分栄養剤,１０ｍＬ,,,,ラコールＮＦ配合経腸用液,イーエヌ大塚製薬,,先発品,,8.4,,
内用薬,3259118T1020,経腸成分栄養剤,１０ｇ,,,,ラコールＮＦ配合経腸用半固形剤,イーエヌ大塚製薬,,先発品,,8.4,,H26.5.30収載
内用薬,3259119S1029,経腸成分栄養剤,１０ｍＬ,,,,エネーボ配合経腸用液,アボットジャパン,,先発品,,7.1,,H26.5.30収載
内用薬,3272001X1054,マルツエキス,１ｇ,,,※,マルツエキス（高田）,高田製薬,,,,6.2,,
内用薬,3272001X1062,マルツエキス,１ｇ,,,※,マルツエキス分包（高田）,高田製薬,,,,6.2,,
内用薬,3279103X2032,フェニルアラニン除去ミルク,１ｇ,,,,フェニルアラニン除去ミルク配合散「雪印」,雪印メグミルク,,先発品,,10.1,,
内用薬,3279104X2037,ロイシン・イソロイシン・バリン除去ミルク,１ｇ,,,,ロイシン・イソロイシン・バリン除去ミルク配合散「雪印」,雪印メグミルク,,先発品,,10,,
内用薬,3291001X1017,ブドウ酒,１０ｍＬ,局,,,ブドウ酒,,,,,21,,
内用薬,3321002B1015,カルバゾクロムスルホン酸ナトリウム水和物,１０％１ｇ,,,,カルバゾクロムスルホン酸ナトリウム１０％散,,後発品,,,9.9,,
内用薬,3321002B1139,カルバゾクロムスルホン酸ナトリウム水和物,１０％１ｇ,,,,アドナ散１０％,田辺三菱製薬,,準先発品,○,44.9,,
内用薬,3321002C1010,カルバゾクロムスルホン酸ナトリウム水和物,１０％１ｇ,,,,カルバゾクロムスルホン酸ナトリウム１０％細粒,,後発品,,,9.9,,
内用薬,3321002F1092,カルバゾクロムスルホン酸ナトリウム水和物,１０ｍｇ１錠,,,,アドナ錠１０ｍｇ,田辺三菱製薬,,準先発品,○,6.1,,
内用薬,3321002F1114,カルバゾクロムスルホン酸ナトリウム水和物,１０ｍｇ１錠,,,,カルバゾクロムスルホン酸ナトリウム錠１０ｍｇ「日医工」,日医工,後発品,,,5,,
内用薬,3321002F2153,カルバゾクロムスルホン酸ナトリウム水和物,３０ｍｇ１錠,,,,カルタゾン錠３０,鶴原製薬,後発品,,,5.6,,
内用薬,3321002F2269,カルバゾクロムスルホン酸ナトリウム水和物,３０ｍｇ１錠,,,,タジン錠３０,あすか製薬,後発品,,,10.2,,
内用薬,3321002F2358,カルバゾクロムスルホン酸ナトリウム水和物,３０ｍｇ１錠,,,,ラノビ錠３０,イセイ,後発品,,,5.6,,
内用薬,3321002F2366,カルバゾクロムスルホン酸ナトリウム水和物,３０ｍｇ１錠,,,,アドナ錠３０ｍｇ,田辺三菱製薬,,準先発品,○,11.4,,
内用薬,3321002F2390,カルバゾクロムスルホン酸ナトリウム水和物,３０ｍｇ１錠,,,,オダノン錠３０ｍｇ,東和薬品,後発品,,,5.6,,
内用薬,3321002F2404,カルバゾクロムスルホン酸ナトリウム水和物,３０ｍｇ１錠,,,,カルバゾクロムスルホン酸ナトリウム錠３０ｍｇ「日医工」,日医工,後発品,,,5.6,,
内用薬,3321002F2412,カルバゾクロムスルホン酸ナトリウム水和物,３０ｍｇ１錠,,,,カルバゾクロムスルホン酸Ｎａ錠３０ｍｇ「ＹＤ」,陽進堂,後発品,,,5.6,,
内用薬,3321002F2420,カルバゾクロムスルホン酸ナトリウム水和物,３０ｍｇ１錠,,,,カルバゾクロムスルホン酸Ｎａ錠３０ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,5.6,,
内用薬,3321003F2042,アドレノクロムモノアミノグアニジンメシル酸塩水和物,３０ｍｇ１錠,,,,Ｓ・アドクノン錠３０,アルフレッサファーマ,,準先発品,○,11,,
内用薬,3321003F2093,アドレノクロムモノアミノグアニジンメシル酸塩水和物,３０ｍｇ１錠,,,,Ｓ－アドカル錠３０ｍｇ,日新製薬（山形）,後発品,,,5.6,,
内用薬,3322001X1015,ゼラチン,１０ｇ,局,,,ゼラチン,,,,,17.1,,
内用薬,3322002X1010,精製ゼラチン,１０ｇ,局,,,精製ゼラチン,,,,,17.1,,
内用薬,3323001C1053,トロンビン,１０，０００単位１ｇ１包,,,,経口用トロンビン細粒１万単位「サワイ」,沢井製薬,後発品,,,561.3,,
内用薬,3323001C1061,トロンビン,１０，０００単位１ｇ１包,,,,経口用トロンビン細粒１万単位,持田製薬,,準先発品,○,1349,,
内用薬,3323001C2041,トロンビン,２０，０００単位２ｇ１包,,,,経口用トロンビン細粒２万単位「サワイ」,沢井製薬,後発品,,,803.1,,
内用薬,3323001C3056,トロンビン,５，０００単位０．５ｇ１包,,,,経口用トロンビン細粒０．５万単位「サワイ」,沢井製薬,後発品,,,439.5,,
内用薬,3323001C3064,トロンビン,５，０００単位０．５ｇ１包,,,,経口用トロンビン細粒５千単位,持田製薬,,準先発品,○,959.7,,
内用薬,3327002B1027,トラネキサム酸,５０％１ｇ,,,,トランサミン散５０％,第一三共,,,,18.2,,
内用薬,3327002C1103,トラネキサム酸,５０％１ｇ,,,,プレタスミン細粒５０％,辰巳化学,後発品,,,7.6,,
内用薬,3327002C1111,トラネキサム酸,５０％１ｇ,,,,バナリントップ細粒５０％,鶴原製薬,後発品,,,7.6,,
内用薬,3327002F1142,トラネキサム酸,２５０ｍｇ１錠,局,,,トランサミン錠２５０ｍｇ,第一三共,,準先発品,○,10.4,,
内用薬,3327002F1169,トラネキサム酸,２５０ｍｇ１錠,局,,,トラネキサム酸錠２５０ｍｇ「ＹＤ」,陽進堂,後発品,,,9.9,,
内用薬,3327002F1177,トラネキサム酸,２５０ｍｇ１錠,局,,,ケイサミン錠２５０ｍｇ,三恵薬品,後発品,,,9.9,H26.9.30まで,
内用薬,3327002F1185,トラネキサム酸,２５０ｍｇ１錠,局,,,トラネキサム酸錠２５０ｍｇ「三恵」,三恵薬品,後発品,,,9.9,,
内用薬,3327002F2041,トラネキサム酸,５００ｍｇ１錠,局,,,トランサミン錠５００ｍｇ,第一三共,,準先発品,○,19.2,,
内用薬,3327002F2050,トラネキサム酸,５００ｍｇ１錠,局,,,トラネキサム酸錠５００ｍｇ「ＹＤ」,陽進堂,後発品,,,9.3,,
内用薬,3327002M1273,トラネキサム酸,２５０ｍｇ１カプセル,局,,,ヘキサトロンカプセル２５０ｍｇ,日本新薬,後発品,,,9.9,,
内用薬,3327002M1281,トラネキサム酸,２５０ｍｇ１カプセル,局,,,トラネキサム酸カプセル２５０ｍｇ「トーワ」,東和薬品,後発品,,,9.9,,
内用薬,3327002M1290,トラネキサム酸,２５０ｍｇ１カプセル,局,,,リカバリンカプセル２５０ｍｇ,旭化成ファーマ,後発品,,,9.9,,
内用薬,3327002M1303,トラネキサム酸,２５０ｍｇ１カプセル,局,,,トランサミンカプセル２５０ｍｇ,第一三共,,準先発品,○,10.4,,
内用薬,3327002Q1054,トラネキサム酸,５％１ｍＬ,,,,トラネキサム酸シロップ５％「タイヨー」,テバ製薬,後発品,,,3.4,,
内用薬,3327002Q1062,トラネキサム酸,５％１ｍＬ,,,,トランサミンシロップ５％,ニプロパッチ,,準先発品,○,4.3,,
内用薬,3329100H1031,カルバゾクロム・アスコルビン酸配合剤,１錠,,,,オフタルムＫ配合錠,アルフレッサファーマ,,,,16.2,,
内用薬,3332001C1028,ワルファリンカリウム,０．２％１ｇ,,,,ワルファリンＫ細粒０．２％「ＮＳ」,日新製薬（山形）,後発品,,,8.9,,
内用薬,3332001C1036,ワルファリンカリウム,０．２％１ｇ,,,,ワルファリンＫ細粒０．２％「ＹＤ」,陽進堂,後発品,,,8.9,,
内用薬,3332001D1023,ワルファリンカリウム,０．２％１ｇ,,,,ワーファリン顆粒０．２％,エーザイ,,,,9.3,,
内用薬,3332001F1016,ワルファリンカリウム,１ｍｇ１錠,局,,,ワルファリンカリウム錠,,,,,9.6,,
内用薬,3332001F2012,ワルファリンカリウム,５ｍｇ１錠,局,,,ワルファリンカリウム錠,,,,,9.9,,
内用薬,3332001F3019,ワルファリンカリウム,０．５ｍｇ１錠,局,,,ワルファリンカリウム錠,,,,,9.6,,
内用薬,3332001F4015,ワルファリンカリウム,２ｍｇ１錠,局,,,ワルファリンカリウム錠,,,,,9.6,,
内用薬,3339001M1024,ダビガトランエテキシラートメタンスルホン酸塩,７５ｍｇ１カプセル,,,,プラザキサカプセル７５ｍｇ,日本ベーリンガーインゲルハイム,,先発品,,136.4,,
内用薬,3339001M2020,ダビガトランエテキシラートメタンスルホン酸塩,１１０ｍｇ１カプセル,,,,プラザキサカプセル１１０ｍｇ,日本ベーリンガーインゲルハイム,,先発品,,239.3,,
内用薬,3339002F1020,エドキサバントシル酸塩水和物,１５ｍｇ１錠,,,,リクシアナ錠１５ｍｇ,第一三共,,先発品,,408.8,,
内用薬,3339002F2026,エドキサバントシル酸塩水和物,３０ｍｇ１錠,,,,リクシアナ錠３０ｍｇ,第一三共,,先発品,,748.1,,
内用薬,3339002F3022,エドキサバントシル酸塩水和物,６０ｍｇ１錠,,,,リクシアナ錠６０ｍｇ,第一三共,,先発品,,758.1,,H26.11.25収載
内用薬,3339003F1024,リバーロキサバン,１０ｍｇ１錠,,,,イグザレルト錠１０ｍｇ,バイエル薬品,,先発品,,383,,
内用薬,3339003F2020,リバーロキサバン,１５ｍｇ１錠,,,,イグザレルト錠１５ｍｇ,バイエル薬品,,先発品,,545.6,,
内用薬,3339004F1029,アピキサバン,２．５ｍｇ１錠,,,,エリキュース錠２．５ｍｇ,ブリストル・マイヤーズ,,先発品,,149,,
内用薬,3339004F2025,アピキサバン,５ｍｇ１錠,,,,エリキュース錠５ｍｇ,ブリストル・マイヤーズ,,先発品,,272.8,,
内用薬,3399001C1027,チクロピジン塩酸塩,１０％１ｇ,,,,パナルジン細粒１０％,サノフィ,,先発品,○,62.5,,
内用薬,3399001C1051,チクロピジン塩酸塩,１０％１ｇ,,,,ニチステート細粒１０％,日医工,後発品,,,20.5,,
内用薬,3399001C1078,チクロピジン塩酸塩,１０％１ｇ,,,,チクロピジン塩酸塩細粒１０％「サワイ」,沢井製薬,後発品,,,20.5,,
内用薬,3399001F1015,チクロピジン塩酸塩,１００ｍｇ１錠,,,,チクロピジン塩酸塩１００ｍｇ錠,,後発品,,,6.4,,
内用薬,3399001F1384,チクロピジン塩酸塩,１００ｍｇ１錠,,,,パナルジン錠１００ｍｇ,サノフィ,,先発品,○,55.1,,
内用薬,3399002B1026,シロスタゾール,２０％１ｇ,,,,プレタール散２０％,大塚製薬,,先発品,,349.2,,
内用薬,3399002F1010,シロスタゾール,５０ｍｇ１錠,,,,シロスタゾール５０ｍｇ錠（１）,,後発品,,,20.6,,
内用薬,3399002F1222,シロスタゾール,５０ｍｇ１錠,局,,,コートリズム錠５０ｍｇ,寿製薬,後発品,,,57.4,,
内用薬,3399002F1257,シロスタゾール,５０ｍｇ１錠,局,,,プレトモール錠５０,旭化成ファーマ,後発品,,,28.4,,
内用薬,3399002F1290,シロスタゾール,５０ｍｇ１錠,局,,,シロスタゾール錠５０ｍｇ「ケミファ」,日本薬品工業,後発品,,,57.4,,
内用薬,3399002F1303,シロスタゾール,５０ｍｇ１錠,局,,,シロスタゾール錠５０ｍｇ「タカタ」,高田製薬,後発品,,,57.4,,
内用薬,3399002F2016,シロスタゾール,１００ｍｇ１錠,,,,シロスタゾール１００ｍｇ錠（１）,,後発品,,,39.5,,
内用薬,3399002F2075,シロスタゾール,１００ｍｇ１錠,局,,,コートリズム錠１００ｍｇ,寿製薬,後発品,,,102.7,,
内用薬,3399002F2083,シロスタゾール,１００ｍｇ１錠,局,,,シロシナミン錠１００ｍｇ,サンド,後発品,,,53.5,,
内用薬,3399002F2156,シロスタゾール,１００ｍｇ１錠,局,,,プレトモール錠１００,旭化成ファーマ,後発品,,,53.5,,
内用薬,3399002F2245,シロスタゾール,１００ｍｇ１錠,局,,,シロスタゾール錠１００ｍｇ「マイラン」,マイラン製薬,後発品,,,53.5,,
内用薬,3399002F2300,シロスタゾール,１００ｍｇ１錠,局,,,シロスタゾール錠１００ｍｇ「ケミファ」,日本薬品工業,後発品,,,102.7,,
内用薬,3399002F2318,シロスタゾール,１００ｍｇ１錠,局,,,シロスタゾール錠１００ｍｇ「タカタ」,高田製薬,後発品,,,102.7,,
内用薬,3399002F3012,シロスタゾール,５０ｍｇ１錠,,,,シロスタゾール５０ｍｇ錠（２）,,後発品,,,20.6,,
内用薬,3399002F3020,シロスタゾール,５０ｍｇ１錠,,,,プレタールＯＤ錠５０ｍｇ,大塚製薬,,先発品,○,90.4,,
内用薬,3399002F3047,シロスタゾール,５０ｍｇ１錠,,,,シロスタゾールＯＤ錠５０ｍｇ「タカタ」,高田製薬,後発品,,,57.4,,
内用薬,3399002F3055,シロスタゾール,５０ｍｇ１錠,,,,シロスタゾールＯＤ錠５０ｍｇ「ＫＯ」,寿製薬,後発品,,,57.4,,H26.6.20収載
内用薬,3399002F3063,シロスタゾール,５０ｍｇ１錠,,,,シロスタゾールＯＤ錠５０ｍｇ「ケミファ」,日本薬品工業,後発品,,,57.4,,H26.6.20収載
内用薬,3399002F4019,シロスタゾール,１００ｍｇ１錠,,,,シロスタゾール１００ｍｇ錠（２）,,後発品,,,39.5,,
内用薬,3399002F4027,シロスタゾール,１００ｍｇ１錠,,,,プレタールＯＤ錠１００ｍｇ,大塚製薬,,先発品,○,161.9,,
内用薬,3399002F4043,シロスタゾール,１００ｍｇ１錠,,,,シロスタゾールＯＤ錠１００ｍｇ「タカタ」,高田製薬,後発品,,,102.7,,
内用薬,3399002F4051,シロスタゾール,１００ｍｇ１錠,,,,シロスタゾールＯＤ錠１００ｍｇ「ＫＯ」,寿製薬,後発品,,,102.7,,H26.6.20収載
内用薬,3399002F4060,シロスタゾール,１００ｍｇ１錠,,,,シロスタゾールＯＤ錠１００ｍｇ「ケミファ」,日本薬品工業,後発品,,,102.7,,H26.6.20収載
内用薬,3399002F4078,シロスタゾール,１００ｍｇ１錠,,,,シロスタゾールＯＤ錠１００ｍｇ「マイラン」,マイラン製薬,後発品,,,53.5,,H26.6.20収載
内用薬,3399002Q1029,シロスタゾール,５０ｍｇ１包,,,,シロスレット内服ゼリー５０ｍｇ,日医工,後発品,,,65.3,,
内用薬,3399002Q2025,シロスタゾール,１００ｍｇ１包,,,,シロスレット内服ゼリー１００ｍｇ,日医工,後発品,,,79.7,,
内用薬,3399003F1049,リマプロスト　アルファデクス,５μｇ１錠,,,,ゼフロプト錠５μｇ,シオノケミカル,後発品,,,37.2,H27.3.31まで,
内用薬,3399003F1057,リマプロスト　アルファデクス,５μｇ１錠,,,,オプチラン錠５μｇ,テバ製薬,後発品,,,37.2,H27.3.31まで,
内用薬,3399003F1073,リマプロスト　アルファデクス,５μｇ１錠,,,,オパルモン錠５μｇ,小野薬品工業,,先発品,○,69.3,,
内用薬,3399003F1081,リマプロスト　アルファデクス,５μｇ１錠,,,,プロレナール錠５μｇ,大日本住友製薬,,先発品,○,61.7,,
内用薬,3399003F1090,リマプロスト　アルファデクス,５μｇ１錠,,,,リマルモン錠５μｇ,メディサ新薬,後発品,,,29.3,,
内用薬,3399003F1103,リマプロスト　アルファデクス,５μｇ１錠,,,,リマプロストアルファデクス錠５μｇ「Ｆ」,富士製薬工業,後発品,,,29.3,,
内用薬,3399003F1111,リマプロスト　アルファデクス,５μｇ１錠,,,,リマプロストアルファデクス錠５μｇ「日医工」,日医工,後発品,,,29.3,,
内用薬,3399003F1120,リマプロスト　アルファデクス,５μｇ１錠,,,,リマプロストアルファデクス錠５μｇ「ＳＮ」,シオノケミカル,後発品,,,37.2,,H26.6.20収載
内用薬,3399003F1138,リマプロスト　アルファデクス,５μｇ１錠,,,,リマプロストアルファデクス錠５μｇ「テバ」,テバ製薬,後発品,,,37.2,,H26.6.20収載
内用薬,3399003F2029,リマプロスト　アルファデクス,１０μｇ１錠,,,,オプチラン錠１０μｇ,テバ製薬,後発品,,,82.8,H27.3.31まで,
内用薬,3399003F2037,リマプロスト　アルファデクス,１０μｇ１錠,,,,リマプロストアルファデクス錠１０μｇ「テバ」,テバ製薬,後発品,,,82.8,,H26.6.20収載
内用薬,3399004M1026,イコサペント酸エチル,３００ｍｇ１カプセル,,,,エパデールカプセル３００,持田製薬,,先発品,○,42.2,,
内用薬,3399004M1034,イコサペント酸エチル,３００ｍｇ１カプセル,,,,アテロパンカプセル３００,あすか製薬,後発品,,,25.5,,
内用薬,3399004M1123,イコサペント酸エチル,３００ｍｇ１カプセル,,,,エパフィールカプセル３００,扶桑薬品工業,後発品,,,25.5,H27.3.31まで,
内用薬,3399004M1131,イコサペント酸エチル,３００ｍｇ１カプセル,,,,エパラカプセル３００,日本臓器製薬,後発品,,,25.5,,
内用薬,3399004M1140,イコサペント酸エチル,３００ｍｇ１カプセル,,,,エパロースカプセル３００ｍｇ,共和薬品工業,後発品,,,17.2,,
内用薬,3399004M1166,イコサペント酸エチル,３００ｍｇ１カプセル,,,,エメラドールカプセル３００,京都薬品工業,後発品,,,25.5,,
内用薬,3399004M1182,イコサペント酸エチル,３００ｍｇ１カプセル,,,,クレスエパカプセル３００,長生堂製薬,後発品,,,17.2,H27.3.31まで,
内用薬,3399004M1204,イコサペント酸エチル,３００ｍｇ１カプセル,,,,シスレコンカプセル３００,東和薬品,後発品,,,17.2,,
内用薬,3399004M1212,イコサペント酸エチル,３００ｍｇ１カプセル,,,,ナサチームカプセル３００,東菱薬品工業,後発品,,,25.5,,
内用薬,3399004M1271,イコサペント酸エチル,３００ｍｇ１カプセル,,,,メタパスカプセル３００,原沢製薬工業,後発品,,,17.2,H27.3.31まで,
内用薬,3399004M1280,イコサペント酸エチル,３００ｍｇ１カプセル,,,,メルブラールカプセル３００,大正薬品工業,後発品,,,17.2,,
内用薬,3399004M1298,イコサペント酸エチル,３００ｍｇ１カプセル,,,,ヤトリップカプセル３００,陽進堂,後発品,,,17.2,H26.9.30まで,
内用薬,3399004M1328,イコサペント酸エチル,３００ｍｇ１カプセル,,,,エパキャップソフトカプセル３００ｍｇ,東洋カプセル,後発品,,,17.2,,
内用薬,3399004M1336,イコサペント酸エチル,３００ｍｇ１カプセル,,,,イコサペント酸エチルカプセル３００ｍｇ「サワイ」,メディサ新薬,後発品,,,17.2,,
内用薬,3399004M1344,イコサペント酸エチル,３００ｍｇ１カプセル,,,,イコサペント酸エチルカプセル３００ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,17.2,,
内用薬,3399004M1352,イコサペント酸エチル,３００ｍｇ１カプセル,,,,イコサペント酸エチルカプセル３００ｍｇ「日医工」,日医工,後発品,,,17.2,,
内用薬,3399004M1360,イコサペント酸エチル,３００ｍｇ１カプセル,,,,イコサペント酸エチルカプセル３００ｍｇ「ＹＤ」,陽進堂,後発品,,,17.2,,
内用薬,3399004M1379,イコサペント酸エチル,３００ｍｇ１カプセル,,,,イコサペント酸エチルカプセル３００ｍｇ「ＣＨ」,長生堂製薬,後発品,,,17.2,,H26.6.20収載
