基準番号（ＨＯＴ番号）,処方用番号（ＨＯＴ７）,会社識別用番号,調剤用番号,物流用番号,ＪＡＮコード,薬価基準収載医薬品コード,個別医薬品コード,レセプト電算処理システムコード（１）,レセプト電算処理システムコード（２）,告示名称,販売名,レセプト電算処理システム医薬品名,規格単位,包装形態,包装単位数,包装単位単位,包装総量数,包装総量単位,区分,製造会社,販売会社,更新区分,更新年月日
106994501,1069945,01,,,,3133400A3075,3133400A3075,643130107,,パントシン注１０％,,パントシン注１０％　２００ｍｇ,２００ｍｇ１管,,,,,,注,,第一製薬,1,20011214
106995201,1069952,01,,,,3133401A1026,3133401A1026,643130307,,パンテニール注１００,,パンテニール注　１００ｍｇ,１００ｍｇ１管,,,,,,注,,小林製工,1,20020530
106996901,1069969,01,,,,3133401A1042,3133401A1042,643130103,,パントール注射液１００ｍｇ,,パントール注射液１００ｍｇ,１００ｍｇ１管,,,,,,注,,山之内,1,20011214
106998302,1069983,02,,,,3133401A2022,3133401A2022,643130101,,パンテニール,,パンテニール　２５０ｍｇ,２５０ｍｇ１管,,,,,,注,,小林製工,1,20020530
106999001,1069990,01,,,,3133401A2030,3133401A2030,643130104,,パントール注射液２５０ｍｇ,,パントール注射液２５０ｍｇ,２５０ｍｇ１管,,,,,,注,,山之内,1,20011214
107001902,1070019,02,,,,3133401A3037,3133401A3037,643130102,,パンテニール,,パンテニール　５００ｍｇ,５００ｍｇ１管,,,,,,注,,小林製工,1,20020530
107002601,1070026,01,,,,3133401A3045,3133401A3045,643130105,,パントール注射液５００ｍｇ,,パントール注射液５００ｍｇ,５００ｍｇ１管,,,,,,注,,山之内,1,20011214
107003301,1070033,01,,,,3134001X1015,3134001X1031,610421082,,塩酸ピリドキシン,,塩酸ピリドキシン「マルイシ」,１ｇ,,,,,,内,,丸石製薬,1,20011214
107005701,1070057,01,,,,3134002B1047,3134002B1047,613130255,,ビーシックス散″フソー″,,ビーシックス散″フソー″　１％,１％１ｇ,,,,,,内,,扶桑薬品,1,20011214
107006401,1070064,01,,,,3134002B2035,3134002B2035,613130467,,強力アデロキシン末,,強力アデロキシン末　１０％,１０％１ｇ,,,,,,内,,鳥居薬品,1,20011214
107007101,1070071,01,,,,3134002B2051,3134002B2051,613130271,,ビタミンＢ６散（丸石）,,ビタミンＢ６散（丸石）　１０％,１０％１ｇ,,,,,,内,,丸石製薬,1,20011214
107008801,1070088,01,,,,3134002F1022,3134002F1022,613130044,,アデロキシン錠,,アデロキシン錠　３０ｍｇ,３０ｍｇ１錠,,,,,,内,,鳥居薬品,1,20011214
107009501,1070095,01,,,,3134002F1049,3134002F1049,610407388,,ビタミンＢ６錠Ｆ,,ビタミンＢ６錠Ｆ　３０ｍｇ,３０ｍｇ１錠,,,,,,内,,富士製工,1,20011214
107010101,1070101,01,,,,3134003B1025,3134003B1025,613130309,,ピロミジン散１０倍散,,ピロミジン散１０倍散　１０％,１０％１ｇ,,,,,,内,,山之内,1,20011214
107010101,1070101,01,,,,3134003B1033,3134003B1033,610454070,,ピロミジン散１０％,,ピロミジン散１０％,１０％１ｇ,,,,,,内,,山之内,1,20011214
107012501,1070125,01,,,,3134003F1159,3134003F1159,613130275,,ビタロキシン錠,,ビタロキシン錠　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,協和発酵,1,20011214
107013201,1070132,01,,,,3134003F1175,3134003F1175,613130291,,ピドキサール錠,,ピドキサール錠　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,中外製薬,1,20011214
107014901,1070149,01,,,,3134003F1205,3134003F1205,613130299,,ピリドキサール錠１０ｍｇ「イセイ」,,ピリドキサール錠１０ｍｇ「イセイ」,１０ｍｇ１錠,,,,,,内,,イセイ,1,20011214
107016301,1070163,01,,,,3134003F1221,3134003F1221,613130310,,ピロミジン錠１０ｍｇ,,ピロミジン錠１０ｍｇ,１０ｍｇ１錠,,,,,,内,,山之内,1,20011214
107017002,1070170,02,,,,3134003F1256,3134003F1256,613130396,,リボビックス－１０,,リボビックス　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,鶴原製薬,1,20011214
107018701,1070187,01,,,,3134003F1264,3134003F1264,613130558,,リン酸ピリドキサール錠「イワキ」１０ｍｇ,,リン酸ピリドキサール錠「イワキ」１０ｍｇ,１０ｍｇ１錠,,,,,,内,,岩城製薬,1,20011214
107019401,1070194,01,,,,3134003F1280,3134003F1280,613130421,,リン酸ピリドキサール錠《キョーリン》１０ｍｇ,,リン酸ピリドキサール錠《キョーリン》１０ｍｇ,１０ｍｇ１錠,,,,,,内,,杏林製薬,1,20011214
107021701,1070217,01,,,,3134003F1302,3134003F1302,613130431,,リン酸ピリドキサール錠１０「コタニ」,,リン酸ピリドキサール錠１０「コタニ」　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,日清キョーリン,1,20011214
107023101,1070231,01,,,,3134003F1345,3134003F1345,613130432,,リン酸ピリドキサール錠１０「ホエイ」,,リン酸ピリドキサール錠１０「ホエイ」　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,メルクホエイ,1,20011214
107024801,1070248,01,,,,3134003F1353,3134003F1353,613130420,,リン酸ピリドキサール錠（大蔵）,,リン酸ピリドキサール錠（大蔵）　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,大正薬工,1,20020320
107025501,1070255,01,,,,3134003F1361,3134003F1361,613130426,,リン酸ピリドキサール錠「トーワ」,,リン酸ピリドキサール錠「トーワ」　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,東和薬品,1,20011214
107028601,1070286,01,,,,3134003F2066,3134003F2066,613130276,,ビタロキシン錠,,ビタロキシン錠　２０ｍｇ,２０ｍｇ１錠,,,,,,内,,協和発酵,1,20011214
107029301,1070293,01,,,,3134003F2074,3134003F2074,613130292,,ピドキサール錠,,ピドキサール錠　２０ｍｇ,２０ｍｇ１錠,,,,,,内,,中外製薬,1,20011214
107030903,1070309,03,,,,3134003F2082,3134003F2082,613130304,,ピリドリンＳ２０,,ピリドリンＳ　２０ｍｇ,２０ｍｇ１錠,,,,,,内,,陽進堂,1,20011214
107031601,1070316,01,,,,3134003F2090,3134003F2090,613130311,,ピロミジン錠２０ｍｇ,,ピロミジン錠２０ｍｇ,２０ｍｇ１錠,,,,,,内,,山之内,1,20011214
107032302,1070323,02,,,,3134003F2112,3134003F2112,613130397,,リボビックス－２０,,リボビックス　２０ｍｇ,２０ｍｇ１錠,,,,,,内,,鶴原製薬,1,20011214
107033001,1070330,01,,,,3134003F2139,3134003F2139,613130435,,リン酸ピリドキサール錠２０ｍｇ（大蔵）,,リン酸ピリドキサール錠２０ｍｇ（大蔵）　２０ｍｇ,２０ｍｇ１錠,,,,,,内,,大正薬工,1,20020320
107034701,1070347,01,,,,3134003F3011,3134003F3143,613130300,,リン酸ピリドキサール３０ｍｇ錠,,ピリドキサール錠３０ｍｇ「イセイ」,３０ｍｇ１錠,,,,,,内,,イセイ,1,20020625
107034702,1070347,02,,,,3134003F3011,3134003F3224,613130559,,リン酸ピリドキサール３０ｍｇ錠,,リン酸ピリドキサール錠「イワキ」３０ｍｇ,３０ｍｇ１錠,,,,,,内,,岩城製薬,1,20020530
107034705,1070347,05,,,,3134003F3011,3134003F3305,613130441,,リン酸ピリドキサール３０ｍｇ錠,,リン酸ピリドキサール錠３０ｍｇ（大蔵）,３０ｍｇ１錠,,,,,,内,,大正薬工,1,20020530
107034708,1070347,08,,,,3134003F3011,3134003F3283,613130439,,リン酸ピリドキサール３０ｍｇ錠,,リン酸ピリドキサール錠３０「トーワ」　３０ｍｇ,３０ｍｇ１錠,,,,,,内,,東和薬品,1,20020625
107034709,1070347,09,,,,3134003F3011,3134003F3216,613130442,,リン酸ピリドキサール３０ｍｇ錠,,リン酸ピリドキサール錠３０ｍｇ「フソー」,３０ｍｇ１錠,,,,,,内,,扶桑薬品,1,20020625
107034710,1070347,10,,,,3134003F3011,3134003F3259,613130438,,リン酸ピリドキサール３０ｍｇ錠,,リン酸ピリドキサール錠３０「コタニ」　３０ｍｇ,３０ｍｇ１錠,,,,,,内,,日清キョーリン,1,20020625
107034712,1070347,12,,,,3134003F3011,3134003F3208,613130398,,リン酸ピリドキサール３０ｍｇ錠,,リボビックス　３０ｍｇ,３０ｍｇ１錠,,,,,,内,,鶴原製薬,1,20020625
107034714,1070347,14,,,,3134003F3011,3134003F3151,613130302,,リン酸ピリドキサール３０ｍｇ錠,,ピリドリンＳ　３０ｍｇ,３０ｍｇ１錠,,,,,,内,,日医工,1,20020530
107034715,1070347,15,,,,3134003F3011,3134003F3267,613130436,,リン酸ピリドキサール３０ｍｇ錠,,リン酸ピリドキサール錠　３０ｍｇ,３０ｍｇ１錠,,,,,,内,,小林化工,1,20020530
107034718,1070347,18,,,,3134003F3011,3134003F3151,613130302,,リン酸ピリドキサール３０ｍｇ錠,,ピリドリンＳ　３０ｍｇ,３０ｍｇ１錠,,,,,,内,,陽進堂,1,20020625
107035401,1070354,01,,,,3134003F3119,3134003F3119,613130293,,ピドキサール錠,,ピドキサール錠　３０ｍｇ,３０ｍｇ１錠,,,,,,内,,中外製薬,1,20011214
107037801,1070378,01,,,,3134003F3178,3134003F3178,613130312,,ピロミジン錠３０ｍｇ,,ピロミジン錠３０ｍｇ,３０ｍｇ１錠,,,,,,内,,山之内,1,20011214
107038501,1070385,01,,,,3134003F3240,3134003F3240,613130422,,リン酸ピリドキサール錠《キョーリン》３０ｍｇ,,リン酸ピリドキサール錠《キョーリン》３０ｍｇ,３０ｍｇ１錠,,,,,,内,,杏林製薬,1,20011214
107039201,1070392,01,,,,3134004B2026,3134004B2026,613130039,,アデロキザール散,,アデロキザール散　１０％,１０％１ｇ,,,,,,内,,鳥居薬品,1,20011214
107041501,1070415,01,,,,3134400A1010,3134400A1037,643130330,,塩酸ピリドキシン注射液,,アデロキシン注射液１０ｍｇ,１０ｍｇ１管,,,,,,注,,鳥居薬品,1,20011214
107041502,1070415,02,,,,3134400A1010,3134400A1061,643130333,,塩酸ピリドキシン注射液,,ビーシックス注「フソー」ー１０ｍｇ,１０ｍｇ１管,,,,,,注,,扶桑薬品,1,20011214
107041503,1070415,03,,,,3134400A1010,3134400A1070,643130334,,塩酸ピリドキシン注射液,,ビタミンＢ６注「日医工」１０ｍｇ,１０ｍｇ１管,,,,,,注,,日医工,1,20011214
107041504,1070415,04,,,,3134400A1010,3134400A1029,643130329,,塩酸ピリドキシン注射液,,アクタミンＢ６注射液１０ｍｇ,１０ｍｇ１管,,,,,,注,,東豊薬品,1,20020530
107042202,1070422,02,,,,3134400A3013,3134400A3056,643130339,,塩酸ピリドキシン注射液,,ビーシックス注「フソー」ー３０ｍｇ,３０ｍｇ１管,,,,,,注,,扶桑薬品,1,20011214
107043901,1070439,01,,,,3134402A1036,3134402A1036,643130308,,ハイピリドキシン注１０,,ハイピリドキシン注　１０ｍｇ,１０ｍｇ１管,,,,,,注,,小林製工,1,20020530
107044601,1070446,01,,,,3134402A1044,3134402A1044,643130119,,ビオゼックス１０ｍｇ,,ビオゼックス１０ｍｇ,１０ｍｇ１管,,,,,,注,,わかもと,1,20011214
107045301,1070453,01,,,,3134402A1079,3134402A1079,643130127,,ビタロキシン注,,ビタロキシン注　１０ｍｇ,１０ｍｇ１管,,,,,,注,,協和発酵,1,20011214
107046001,1070460,01,,,,3134402A1095,3134402A1095,643130134,,ピリドキサール「イセイ」,,ピリドキサール「イセイ」　１０ｍｇ,１０ｍｇ１管,,,,,,注,,イセイ,1,20011214
107047701,1070477,01,,,,3134402A1117,3134402A1117,643130136,,ピロミジン注射液１０ｍｇ,,ピロミジン注射液１０ｍｇ,１０ｍｇ１管,,,,,,注,,山之内,1,20011214
107048401,1070484,01,,,,3134402A1133,3134402A1133,643130160,,ベーゼックス－Ｓ注,,ベーゼックスーＳ注　１０ｍｇ,１０ｍｇ１管,,,,,,注,,大鵬薬品,1,20011214
107050701,1070507,01,,,,3134402A1176,3134402A1176,640433063,,ピドキサール注１０ｍｇ,,ピドキサール注１０ｍｇ,１０ｍｇ１管,,,,,,注,,中外製薬,1,20011214
107053801,1070538,01,,,,3134402A2040,3134402A2040,643130089,,ハイピリドキシン,,ハイピリドキシン　３０ｍｇ,３０ｍｇ１管,,,,,,注,,小林製工,1,20020530
107054501,1070545,01,,,,3134402A2059,3134402A2059,643130091,,ハイミタン注３０,,ハイミタン注　３０ｍｇ,３０ｍｇ１管,,,,,,注,,東洋ファルマー,1,20011214
107055201,1070552,01,,,,3134402A2067,3134402A2067,643130120,,ビオゼックス３０ｍｇ,,ビオゼックス３０ｍｇ,３０ｍｇ１管,,,,,,注,,わかもと,1,20011214
107056902,1070569,02,,,,3134402A2083,3134402A2083,643130309,,ビタゼックス注,,ビタゼックス注　３０ｍｇ,３０ｍｇ１管,,,,,,注,,東和薬品,1,20011214
107057601,1070576,01,,,,3134402A2105,3134402A2105,643130128,,ビタロキシン注,,ビタロキシン注　３０ｍｇ,３０ｍｇ１管,,,,,,注,,協和発酵,1,20011214
107058301,1070583,01,,,,3134402A2121,3134402A2121,643130137,,ピロミジン注射液３０ｍｇ,,ピロミジン注射液３０ｍｇ,３０ｍｇ１管,,,,,,注,,山之内,1,20011214
107060601,1070606,01,,,,3134402A2180,3134402A2180,640433064,,ピドキサール注３０ｍｇ,,ピドキサール注３０ｍｇ,３０ｍｇ１管,,,,,,注,,中外製薬,1,20011214
107061301,1070613,01,,,,3134402A3047,3134402A3047,643130138,,ピロミジン注射液５０ｍｇ,,ピロミジン注射液５０ｍｇ,５０ｍｇ１管,,,,,,注,,山之内,1,20011214
107063702,1070637,02,,,,3134402A4035,3134402A4035,643130090,,ハイピリドキシン,,ハイピリドキシン　６０ｍｇ,６０ｍｇ１管,,,,,,注,,小林製工,1,20020530
107064402,1070644,02,,,,3135001F1017,3135001F1025,613130585,,葉酸錠,,フォリアミン錠　５ｍｇ,５ｍｇ１錠,,,,,,内,,武田薬品,1,20011214
107065101,1070651,01,,,,3135002B1028,3135002B1028,613130565,,葉酸１０倍散「ＮＹ」,,葉酸１０倍散「ＮＹ」　１０％,１０％１ｇ,,,,,,内,,武田薬品,1,20011214
107066801,1070668,01,,,,3135400A1018,3135400A1026,643130341,,葉酸注射液,,フォリアミン注射液　１５ｍｇ,１５ｍｇ１管,,,,,,注,,武田薬品,1,20011214
107067501,1070675,01,,,,3136001B1020,3136001B1020,613130060,,カロマイド散,,カロマイド散　０．１％,０．１％１ｇ,,,,,,内,,山之内,1,20011214
107068202,1070682,02,,,,3136001F1014,3136001F1065,613130087,,コバマミド０．２５ｍｇ錠,,コバマミド錠「ゼンセイ」　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,全星薬工,1,20020530
107068206,1070682,06,,,,3136001F1014,3136001F1120,613130068,,コバマミド０．２５ｍｇ錠,,コバマミド錠２５０（阪急）　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,阪急共栄物産,1,20020530
107068208,1070682,08,,,,3136001F1014,3136001F1146,613130099,,コバマミド０．２５ｍｇ錠,,コバルタミンＳ錠　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,わかもと,1,20020530
107068210,1070682,10,,,,3136001F1014,3136001F1073,613130085,,コバマミド０．２５ｍｇ錠,,コバマミド錠（ツルハラ）　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,鶴原製薬,1,20020530
107068212,1070682,12,,,,3136001F1014,3136001F1103,613130089,,コバマミド０．２５ｍｇ錠,,コバマミド錠「ドージン」　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,エスエス,1,20020530
107069901,1070699,01,,,,3136001F1030,3136001F1030,613130061,,カロマイド錠２５０μｇ,,カロマイド錠２５０μｇ　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,山之内,1,20011214
107070501,1070705,01,,,,3136001F1049,3136001F1049,613130066,,コバマイド錠,,コバマイド錠　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,協和発酵,1,20011214
107071202,1070712,02,,,,3136001F2010,3136001F2061,613130091,,コバマミド０．５ｍｇ錠,,コバマミド錠「ナカノ」５００（０．５ｍｇ）,０．５ｍｇ１錠,,,,,,内,,大洋薬工（岐阜）,1,20020530
107071204,1070712,04,,,,3136001F2010,3136001F2070,613130100,,コバマミド０．５ｍｇ錠,,コバルタミンＳ錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,わかもと,1,20020530
107072901,1070729,01,,,,3136001F2029,3136001F2029,613130062,,カロマイド錠５００μｇ,,カロマイド錠５００μｇ　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,山之内,1,20011214
107073601,1070736,01,,,,3136001F2037,3136001F2037,613130067,,コバマイド錠,,コバマイド錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,協和発酵,1,20011214
107074303,1070743,03,,,,3136001M1013,3136001M1188,613130149,,コバマミド０．２５ｍｇカプセル,,ネオマイド　０．２５ｍｇ,０．２５ｍｇ１カプセル,,,,,,内,,キッセイ,1,20020530
107074307,1070743,07,,,,3136001M1013,3136001M1048,613130037,,コバマミド０．２５ｍｇカプセル,,アデマイドカプセル　０．２５ｍｇ,０．２５ｍｇ１カプセル,,,,,,内,,旭化成,1,20020530
107074308,1070743,08,,,,3136001M1013,3136001M1129,613130078,,コバマミド０．２５ｍｇカプセル,,コバマミドカプセル「ミタ」　０．２５ｍｇ,０．２５ｍｇ１カプセル,,,,,,内,,東洋ファルマー,1,20020530
107074312,1070743,12,,,,3136001M1013,3136001M1200,613130161,,コバマミド０．２５ｍｇカプセル,,ハイトコバミン「カプセル」　０．２５ｍｇ,０．２５ｍｇ１カプセル,,,,,,内,,菱山製薬,1,20020530
107074315,1070743,15,,,,3136001M1013,3136001M1072,613130069,,コバマミド０．２５ｍｇカプセル,,コバマミドカプセル（ツルハラ）　０．２５ｍｇ,０．２５ｍｇ１カプセル,,,,,,内,,鶴原製薬,1,20020530
107075001,1070750,01,,,,3136001M2010,3136001M2044,613130150,,コバマミド０．５ｍｇカプセル,,ネオマイド５００μｇ　０．５ｍｇ,０．５ｍｇ１カプセル,,,,,,内,,キッセイ,1,20020530
107075002,1070750,02,,,,3136001M2010,3136001M2028,613130073,,コバマミド０．５ｍｇカプセル,,コバマミドカプセル「トーワ」　０．５ｍｇ,０．５ｍｇ１カプセル,,,,,,内,,東和薬品,1,20020530
107076701,1070767,01,,,,3136001M2052,3136001M2052,613130159,,ハイコバールカプセル５００μｇ,,ハイコバールカプセル５００μｇ　０．５ｍｇ,０．５ｍｇ１カプセル,,,,,,内,,エーザイ,1,20011214
107077401,1070774,01,,,,3136002F1035,3136002F1035,613130335,,フレスミンＳ糖衣錠,,フレスミンＳ糖衣錠　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,武田薬品,1,20011214
107078105,1070781,05,,,,3136002F2015,3136002F2147,613130337,,酢酸ヒドロキソコバラミン０．５ｍｇ錠,,ブイ１２（０．５ｍｇ）,０．５ｍｇ１錠,,,,,,内,,東洋ファルマー,1,20020530
107078106,1070781,06,,,,3136002F2015,3136002F2023,613130032,,酢酸ヒドロキソコバラミン０．５ｍｇ錠,,アクオーＢ錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,日本臓器,1,20020530
107078107,1070781,07,,,,3136002F2015,3136002F2120,613130317,,酢酸ヒドロキソコバラミン０．５ｍｇ錠,,フォリロンーＨ　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,鶴原製薬,1,20020530
107080401,1070804,01,,,,3136002F2066,3136002F2066,613130139,,ドセラン錠,,ドセラン錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,中外製薬,1,20011214
107081101,1070811,01,,,,3136002F2139,3136002F2139,613130336,,フレスミンＳ糖衣錠,,フレスミンＳ糖衣錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,武田薬品,1,20011214
107082803,1070828,03,,,,3136002F3020,3136002F3020,613130376,,ヨウコバ１号,,ヨウコバ１号　１ｍｇ,１ｍｇ１錠,,,,,,内,,陽進堂,1,20011214
107083501,1070835,01,,,,3136004C1020,3136004C1020,613130514,,メチコバール細粒,,メチコバール細粒　０．１％５００ｍｇ,０．１％５００ｍｇ１包,,,,,,内,,エーザイ,1,20011214
107084201,1070842,01,,,,3136004F1018,3136004F1077,613130519,,メコバラミン０．２５ｍｇ錠,,レチコラン錠２５０μｇ　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,テイコクＭ,1,20020530
107084204,1070842,04,,,,3136004F1018,3136004F1034,613130549,,メコバラミン０．２５ｍｇ錠,,バンコミン錠２５０　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,大日本製薬,1,20020530
107084207,1070842,07,,,,3136004F1018,3136004F1069,613130516,,メコバラミン０．２５ｍｇ錠,,ヨウコバール錠２５０　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,陽進堂,1,20020530
107085901,1070859,01,,,,3136004F1050,3136004F1050,613130594,,メチコバール錠２５０μｇ,,メチコバール錠　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,エーザイ,1,20011214
107086601,1070866,01,,,,3136004F2014,3136004F2162,613130520,,メコバラミン０．５ｍｇ錠,,レチコラン錠５００μｇ　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,テイコクＭ,1,20020530
107086604,1070866,04,,,,3136004F2014,3136004F2049,613130495,,メコバラミン０．５ｍｇ錠,,ノイメチコール錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,杏林製薬,1,20020530
107086606,1070866,06,,,,3136004F2014,3136004F2049,613130495,,メコバラミン０．５ｍｇ錠,,ノイメチコール錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,寿,1,20020530
107086607,1070866,07,,,,3136004F2014,3136004F2120,613130513,,メコバラミン０．５ｍｇ錠,,メチクール５００　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,沢井製薬,1,20020530
107086608,1070866,08,,,,3136004F2014,3136004F2154,613130517,,メコバラミン０．５ｍｇ錠,,ヨウコバール錠５００　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,昭和薬品化工,1,20020530
107086610,1070866,10,,,,3136004F2014,3136004F2065,613130498,,メコバラミン０．５ｍｇ錠,,バンコミン錠５００　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,大日本製薬,1,20020530
107086612,1070866,12,,,,3136004F2014,3136004F2073,613130510,,メコバラミン０．５ｍｇ錠,,メコバマイド５００μｇ　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,竹島製薬,1,20020530
107086613,1070866,13,,,,3136004F2014,3136004F2030,613130484,,メコバラミン０．５ｍｇ錠,,コメスゲン錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,辰巳化学,1,20020530
107086614,1070866,14,,,,3136004F2014,3136004F2162,613130520,,メコバラミン０．５ｍｇ錠,,レチコラン錠５００μｇ　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,東菱薬販,1,20020530
107086615,1070866,15,,,,3136004F2014,3136004F2081,613130553,,メコバラミン０．５ｍｇ錠,,メコバラミン錠５００「トーワ」　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,東和薬品,1,20020530
107086616,1070866,16,,,,3136004F2014,3136004F2120,613130513,,メコバラミン０．５ｍｇ錠,,メチクール５００　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,日本ケミファ,1,20020530
107086618,1070866,18,,,,3136004F2014,3136004F2146,613130554,,メコバラミン０．５ｍｇ錠,,メチコバイド　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,扶桑薬品,1,20020530
107086620,1070866,20,,,,3136004F2014,3136004F2049,613130495,,メコバラミン０．５ｍｇ錠,,ノイメチコール錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,三菱ウェルファーマ,1,20020530
107086621,1070866,21,,,,3136004F2014,3136004F2103,613130552,,メコバラミン０．５ｍｇ錠,,メコバラミン錠５００（ツルハラ）　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,鶴原製薬,1,20020530
107086622,1070866,22,,,,3136004F2014,3136004F2162,613130520,,メコバラミン０．５ｍｇ錠,,レチコラン錠５００μｇ　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,日医工,1,20020530
107086623,1070866,23,,,,3136004F2014,3136004F2154,613130517,,メコバラミン０．５ｍｇ錠,,ヨウコバール錠５００　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,三笠製薬,1,20020530
107086625,1070866,25,,,,3136004F2014,3136004F2154,613130517,,メコバラミン０．５ｍｇ錠,,ヨウコバール錠５００　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,陽進堂,1,20020530
107086627,1070866,27,,,,3136004F2014,3136004F2030,613130484,,メコバラミン０．５ｍｇ錠,,コメスゲン錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,日本オルガノン,1,20020530
107086629,1070866,29,,,,3136004F2014,3136004F2030,613130484,,メコバラミン０．５ｍｇ錠,,コメスゲン錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,日本ファーマプロ,1,20020625
107087301,1070873,01,,,,3136004F2138,3136004F2138,613130595,,メチコバール錠５００μｇ,,メチコバール錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,エーザイ,1,20011214
107088001,1070880,01,,,,3136004M1017,3136004M1122,613130370,,メコバラミン０．２５ｍｇカプセル,,メコラミンカプセル　０．２５ｍｇ,０．２５ｍｇ１カプセル,,,,,,内,,科研製薬,1,20020530
107088004,1070880,04,,,,3136004M1017,3136004M1025,613130480,,メコバラミン０．２５ｍｇカプセル,,アデストルミンカプセル　０．２５ｍｇ,０．２５ｍｇ１カプセル,,,,,,内,,三和化学,1,20020530
107088011,1070880,11,,,,3136004M1017,3136004M1114,613130368,,メコバラミン０．２５ｍｇカプセル,,メコバラミンカプセル「トーワ」　０．２５ｍｇ,０．２５ｍｇ１カプセル,,,,,,内,,東和薬品,1,20020530
107089701,1070897,01,,,,3136004M1033,3136004M1033,613130596,,コバメチンカプセル２５０,,コバメチンカプセル　０．２５ｍｇ,０．２５ｍｇ１カプセル,,,,,,内,,三共,1,20011214
107090301,1070903,01,,,,3136004M2013,3136004M2030,613130493,,メコバラミン０．５ｍｇカプセル,,チオキネートカプセル５００μｇ　０．５ｍｇ,０．５ｍｇ１カプセル,,,,,,内,,日本化薬,1,20020530
107090302,1070903,02,,,,3136004M2013,3136004M2048,613130496,,メコバラミン０．５ｍｇカプセル,,ハイトコバミンＭ「カプセル」　０．５ｍｇ,０．５ｍｇ１カプセル,,,,,,内,,菱山製薬,1,20020530
107090304,1070903,04,,,,3136004M2013,3136004M2056,613130497,,メコバラミン０．５ｍｇカプセル,,ハイポマイドカプセル５００　０．５ｍｇ,０．５ｍｇ１カプセル,,,,,,内,,北陸製薬,1,20020530
107090306,1070903,06,,,,3136004M2013,3136004M2030,613130493,,メコバラミン０．５ｍｇカプセル,,チオキネートカプセル５００μｇ　０．５ｍｇ,０．５ｍｇ１カプセル,,,,,,内,,長生堂,1,20020530
107092701,1070927,01,,,,3136400A1031,3136400A1031,643130043,,カロマイドＳ注射液５００μｇ,,カロマイドＳ注射液５００μｇ　０．５ｍｇ,０．５ｍｇ１管,,,,,,注,,山之内,1,20011214
107093401,1070934,01,,,,3136400A1040,3136400A1040,643130047,,コバマイドＳ,,コバマイドＳ　０．５ｍｇ,０．５ｍｇ１管,,,,,,注,,協和発酵,1,20011214
107094101,1070941,01,,,,3136400A1066,3136400A1066,640406075,,コバマミド注０．５ｍｇ「イセイ」,,コバマミド注０．５ｍｇ「イセイ」,０．５ｍｇ１管,,,,,,注,,イセイ,1,20011214
